Course,Credit,Lab,Difficulty,Material,Study Time,Weight
CE 324,4.00,1.00,4.00,7.00,7.00,0.98
MATH 201,3.00,0.00,6.00,6.00,9.00,0.972
COE 202,3.00,0.00,9.00,6.00,6.00,0.972
COE 202,3.00,0.00,6.00,6.00,9.00,0.972
ME 205,3.00,0.00,6.00,6.00,9.00,0.972
ENGL 214,3.00,0.00,9.00,4.00,9.00,0.972
ENGL 214,3.00,0.00,9.00,6.00,6.00,0.972
ISE 307,3.00,0.00,6.00,6.00,9.00,0.972
CE 471,3.00,0.00,6.00,9.00,6.00,0.972
MATH 101,4.00,0.00,6.00,5.00,8.00,0.96
CE 202,4.00,0.00,6.00,5.00,8.00,0.96
CE 202,4.00,0.00,5.00,6.00,8.00,0.96
CE 202,4.00,0.00,5.00,6.00,8.00,0.96
CE 202,4.00,0.00,8.00,5.00,6.00,0.96
ME 215,3.00,1.00,6.00,5.00,8.00,0.96
ME 316,3.00,0.00,5.00,8.00,8.00,0.96
CE 471,3.00,0.00,8.00,5.00,8.00,0.96
MATH 201,3.00,0.00,7.00,5.00,9.00,0.945
COE 202,3.00,0.00,9.00,7.00,5.00,0.945
ME 205,3.00,0.00,5.00,9.00,7.00,0.945
ISE 307,3.00,0.00,5.00,7.00,9.00,0.945
ISE 307,3.00,0.00,5.00,7.00,9.00,0.945
ME 363,3.00,0.00,5.00,7.00,9.00,0.945
ME 363,3.00,0.00,9.00,5.00,7.00,0.945
ME 387,3.00,0.00,7.00,5.00,9.00,0.945
ME 387,3.00,0.00,5.00,7.00,9.00,0.945
ME 417,3.00,0.00,5.00,7.00,9.00,0.945
CE 485,3.00,0.00,9.00,5.00,7.00,0.945
CE 485,3.00,0.00,7.00,5.00,9.00,0.945
PHYS 102,4.00,1.00,6.00,5.00,6.00,0.9
PHYS 102,4.00,1.00,6.00,5.00,6.00,0.9
CE 201,4.00,1.00,5.00,6.00,6.00,0.9
ME 215,3.00,1.00,5.00,5.00,9.00,0.9
ME 215,3.00,1.00,5.00,5.00,9.00,0.9
CE 343,4.00,1.00,6.00,5.00,6.00,0.9
CE 343,4.00,1.00,6.00,5.00,6.00,0.9
CE 343,4.00,1.00,6.00,5.00,6.00,0.9
ICS 103,3.00,1.00,4.00,8.00,7.00,0.896
MATH 201,3.00,0.00,6.00,7.00,7.00,0.882
MATH 201,3.00,0.00,6.00,7.00,7.00,0.882
ME 316,3.00,0.00,6.00,7.00,7.00,0.882
ME 316,3.00,0.00,6.00,7.00,7.00,0.882
ME 363,3.00,0.00,6.00,7.00,7.00,0.882
ME 417,3.00,0.00,6.00,7.00,7.00,0.882
ME 417,3.00,0.00,7.00,6.00,7.00,0.882
ME 417,3.00,0.00,7.00,6.00,7.00,0.882
ME 418,2.00,0.00,7.00,7.00,9.00,0.882
CE 381,3.00,0.00,6.00,7.00,7.00,0.882
CE 381,3.00,0.00,6.00,7.00,7.00,0.882
CE 233,4.00,1.00,7.00,5.00,5.00,0.875
MATH 201,3.00,0.00,6.00,6.00,8.00,0.864
MATH 201,3.00,0.00,6.00,6.00,8.00,0.864
MATH 201,3.00,0.00,6.00,8.00,6.00,0.864
MATH 201,3.00,0.00,6.00,8.00,6.00,0.864
CE 202,4.00,0.00,6.00,4.00,9.00,0.864
CE 202,4.00,0.00,6.00,4.00,9.00,0.864
COE 202,3.00,0.00,9.00,4.00,8.00,0.864
ME 205,3.00,0.00,6.00,8.00,6.00,0.864
ME 205,3.00,0.00,6.00,6.00,8.00,0.864
ENGL 214,3.00,0.00,9.00,4.00,8.00,0.864
ENGL 214,3.00,0.00,6.00,6.00,8.00,0.864
ME 363,3.00,0.00,6.00,8.00,6.00,0.864
ME 387,3.00,0.00,6.00,8.00,6.00,0.864
ME 387,3.00,0.00,6.00,6.00,8.00,0.864
ME 417,3.00,0.00,6.00,6.00,8.00,0.864
ME 417,3.00,0.00,6.00,6.00,8.00,0.864
CE 381,3.00,0.00,8.00,6.00,6.00,0.864
CE 201,4.00,1.00,6.00,4.00,7.00,0.84
CE 202,4.00,0.00,5.00,6.00,7.00,0.84
CE 202,4.00,0.00,7.00,5.00,6.00,0.84
ME 205,3.00,0.00,7.00,8.00,5.00,0.84
CE 324,4.00,1.00,4.00,7.00,6.00,0.84
CE 324,4.00,1.00,7.00,4.00,6.00,0.84
CE 324,4.00,1.00,6.00,7.00,4.00,0.84
ME 326,3.00,0.00,5.00,7.00,8.00,0.84
ME 363,3.00,0.00,7.00,5.00,8.00,0.84
ME 387,3.00,0.00,7.00,5.00,8.00,0.84
ME 417,3.00,0.00,7.00,5.00,8.00,0.84
ME 417,3.00,0.00,7.00,5.00,8.00,0.84
ME 417,3.00,0.00,7.00,5.00,8.00,0.84
MATH 201,3.00,0.00,6.00,5.00,9.00,0.81
MATH 201,3.00,0.00,9.00,5.00,6.00,0.81
ME 205,3.00,0.00,5.00,6.00,9.00,0.81
ME 205,3.00,0.00,5.00,6.00,9.00,0.81
ISE 307,3.00,0.00,5.00,6.00,9.00,0.81
ISE 307,3.00,0.00,5.00,6.00,9.00,0.81
ME 363,3.00,0.00,5.00,6.00,9.00,0.81
ME 363,3.00,0.00,5.00,6.00,9.00,0.81
CE 485,3.00,0.00,9.00,5.00,6.00,0.81
CE 201,4.00,1.00,4.00,5.00,8.00,0.8
CE 201,4.00,1.00,5.00,4.00,8.00,0.8
ME 215,3.00,1.00,5.00,5.00,8.00,0.8
ICS 103,3.00,1.00,7.00,4.00,7.00,0.784
ME 418,2.00,0.00,7.00,7.00,8.00,0.784
ICS 103,3.00,1.00,4.00,6.00,8.00,0.768
CE 202,4.00,0.00,4.00,6.00,8.00,0.768
CE 202,4.00,0.00,4.00,6.00,8.00,0.768
ENGL 214,3.00,0.00,8.00,4.00,8.00,0.768
ME 215,3.00,1.00,6.00,4.00,8.00,0.768
ME 215,3.00,1.00,6.00,4.00,8.00,0.768
ME 316,3.00,0.00,4.00,8.00,8.00,0.768
ME 316,3.00,0.00,4.00,8.00,8.00,0.768
ME 326,3.00,0.00,4.00,8.00,8.00,0.768
ENGL 102,3.00,0.00,7.00,6.00,6.00,0.756
ENGL 102,3.00,0.00,6.00,6.00,7.00,0.756
COE 202,3.00,0.00,9.00,4.00,7.00,0.756
ME 205,3.00,0.00,6.00,7.00,6.00,0.756
ENGL 214,3.00,0.00,7.00,6.00,6.00,0.756
ME 215,3.00,1.00,7.00,3.00,9.00,0.756
ISE 307,3.00,0.00,6.00,7.00,6.00,0.756
ISE 307,3.00,0.00,6.00,6.00,7.00,0.756
ME 326,3.00,0.00,6.00,7.00,6.00,0.756
ME 326,3.00,0.00,6.00,7.00,6.00,0.756
ME 326,3.00,0.00,6.00,6.00,7.00,0.756
CE 353,3.00,0.00,6.00,7.00,6.00,0.756
ME 387,3.00,0.00,6.00,6.00,7.00,0.756
ME 417,3.00,0.00,6.00,6.00,7.00,0.756
ME 417,3.00,0.00,4.00,7.00,9.00,0.756
ME 417,3.00,0.00,4.00,7.00,9.00,0.756
ME 417,3.00,0.00,4.00,7.00,9.00,0.756
ME 418,2.00,0.00,7.00,6.00,9.00,0.756
ME 418,2.00,0.00,6.00,7.00,9.00,0.756
CE 381,3.00,0.00,6.00,7.00,6.00,0.756
CE 381,3.00,0.00,6.00,7.00,6.00,0.756
CE 381,3.00,0.00,6.00,6.00,7.00,0.756
CE 381,3.00,0.00,7.00,6.00,6.00,0.756
CE 381,3.00,0.00,6.00,6.00,7.00,0.756
CE 381,3.00,0.00,6.00,7.00,6.00,0.756
CE 381,3.00,0.00,6.00,6.00,7.00,0.756
CE 485,3.00,0.00,6.00,6.00,7.00,0.756
CE 471,3.00,0.00,6.00,7.00,6.00,0.756
CE 471,3.00,0.00,6.00,6.00,7.00,0.756
ENGL 102,3.00,0.00,7.00,5.00,7.00,0.735
ENGL 214,3.00,0.00,7.00,5.00,7.00,0.735
ENGL 214,3.00,0.00,7.00,5.00,7.00,0.735
ME 316,3.00,0.00,7.00,5.00,7.00,0.735
CE 324,4.00,1.00,7.00,3.00,7.00,0.735
CE 353,3.00,0.00,5.00,7.00,7.00,0.735
ME 387,3.00,0.00,5.00,7.00,7.00,0.735
ME 387,3.00,0.00,5.00,7.00,7.00,0.735
ME 205,3.00,0.00,3.00,9.00,9.00,0.729
ENGL 214,3.00,0.00,9.00,3.00,9.00,0.729
ENGL 101,3.00,0.00,5.00,6.00,8.00,0.72
ENGL 102,3.00,0.00,5.00,6.00,8.00,0.72
ENGL 102,3.00,0.00,5.00,6.00,8.00,0.72
ICS 103,3.00,1.00,5.00,4.00,9.00,0.72
MATH 201,3.00,0.00,8.00,5.00,6.00,0.72
CE 201,4.00,1.00,3.00,8.00,6.00,0.72
CE 201,4.00,1.00,3.00,8.00,6.00,0.72
CE 201,4.00,1.00,3.00,8.00,6.00,0.72
COE 202,3.00,0.00,6.00,5.00,8.00,0.72
ISE 307,3.00,0.00,5.00,6.00,8.00,0.72
CE 324,4.00,1.00,4.00,6.00,6.00,0.72
ME 326,3.00,0.00,6.00,5.00,8.00,0.72
ME 363,3.00,0.00,5.00,8.00,6.00,0.72
ME 387,3.00,0.00,5.00,8.00,6.00,0.72
ME 387,3.00,0.00,6.00,5.00,8.00,0.72
ME 417,3.00,0.00,5.00,6.00,8.00,0.72
CE 485,3.00,0.00,8.00,5.00,6.00,0.72
CE 471,3.00,0.00,8.00,5.00,6.00,0.72
CE 201,4.00,1.00,5.00,4.00,7.00,0.7
ME 215,3.00,1.00,5.00,7.00,5.00,0.7
ME 215,3.00,1.00,5.00,5.00,7.00,0.7
CE 324,4.00,1.00,7.00,4.00,5.00,0.7
CE 324,4.00,1.00,5.00,4.00,7.00,0.7
CE 324,4.00,1.00,7.00,4.00,5.00,0.7
ME 418,2.00,0.00,7.00,7.00,7.00,0.686
ME 418,2.00,0.00,7.00,7.00,7.00,0.686
COE 202,3.00,0.00,9.00,5.00,5.00,0.675
COE 202,3.00,0.00,9.00,5.00,5.00,0.675
ME 417,3.00,0.00,5.00,5.00,9.00,0.675
ME 417,3.00,0.00,5.00,5.00,9.00,0.675
ENGL 102,3.00,0.00,7.00,4.00,8.00,0.672
ICS 103,3.00,1.00,7.00,4.00,6.00,0.672
CE 202,4.00,0.00,7.00,4.00,6.00,0.672
ME 215,3.00,1.00,7.00,4.00,6.00,0.672
ME 417,3.00,0.00,4.00,7.00,8.00,0.672
ME 418,2.00,0.00,7.00,6.00,8.00,0.672
COE 202,3.00,0.00,6.00,4.00,9.00,0.648
ME 205,3.00,0.00,4.00,6.00,9.00,0.648
ME 205,3.00,0.00,3.00,9.00,8.00,0.648
ENGL 214,3.00,0.00,6.00,4.00,9.00,0.648
ISE 307,3.00,0.00,6.00,6.00,6.00,0.648
ME 312,3.00,0.00,6.00,6.00,6.00,0.648
CE 353,3.00,0.00,6.00,6.00,6.00,0.648
CE 471,3.00,0.00,6.00,6.00,6.00,0.648
ICS 103,3.00,1.00,5.00,4.00,8.00,0.64
ICS 103,3.00,1.00,5.00,4.00,8.00,0.64
ICS 103,3.00,1.00,5.00,4.00,8.00,0.64
ICS 103,3.00,1.00,5.00,4.00,8.00,0.64
CE 201,4.00,1.00,4.00,4.00,8.00,0.64
CE 202,4.00,0.00,8.00,4.00,5.00,0.64
ENGL 101,3.00,0.00,5.00,6.00,7.00,0.63
MATH 201,3.00,0.00,6.00,5.00,7.00,0.63
CE 201,4.00,1.00,3.00,6.00,7.00,0.63
COE 202,3.00,0.00,7.00,5.00,6.00,0.63
COE 202,3.00,0.00,7.00,5.00,6.00,0.63
ME 205,3.00,0.00,7.00,5.00,6.00,0.63
ME 205,3.00,0.00,5.00,6.00,7.00,0.63
ME 205,3.00,0.00,7.00,5.00,6.00,0.63
ISE 307,3.00,0.00,5.00,6.00,7.00,0.63
ISE 307,3.00,0.00,5.00,6.00,7.00,0.63
ME 326,3.00,0.00,5.00,7.00,6.00,0.63
ME 326,3.00,0.00,5.00,7.00,6.00,0.63
CE 353,3.00,0.00,6.00,5.00,7.00,0.63
CE 353,3.00,0.00,6.00,5.00,7.00,0.63
CE 353,3.00,0.00,5.00,6.00,7.00,0.63
CE 353,3.00,0.00,7.00,6.00,5.00,0.63
CE 353,3.00,0.00,6.00,5.00,7.00,0.63
ME 387,3.00,0.00,6.00,5.00,7.00,0.63
CE 471,3.00,0.00,6.00,5.00,7.00,0.63
CE 471,3.00,0.00,6.00,5.00,7.00,0.63
CE 324,4.00,1.00,5.00,5.00,5.00,0.625
ENGL 101,3.00,0.00,5.00,5.00,8.00,0.6
CE 201,4.00,1.00,4.00,5.00,6.00,0.6
CE 201,4.00,1.00,4.00,5.00,6.00,0.6
ME 215,3.00,1.00,5.00,6.00,5.00,0.6
ME 215,3.00,1.00,6.00,5.00,5.00,0.6
ISE 307,3.00,0.00,5.00,5.00,8.00,0.6
CE 324,4.00,1.00,5.00,4.00,6.00,0.6
ME 326,3.00,0.00,5.00,8.00,5.00,0.6
ME 417,3.00,0.00,5.00,5.00,8.00,0.6
ENGL 214,3.00,0.00,7.00,4.00,7.00,0.588
ME 316,3.00,0.00,4.00,7.00,7.00,0.588
CE 353,3.00,0.00,7.00,4.00,7.00,0.588
ME 417,3.00,0.00,4.00,7.00,7.00,0.588
ME 418,2.00,0.00,7.00,6.00,7.00,0.588
ME 418,2.00,0.00,7.00,6.00,7.00,0.588
ME 418,2.00,0.00,7.00,6.00,7.00,0.588
ENGL 102,3.00,0.00,4.00,6.00,8.00,0.576
COE 202,3.00,0.00,8.00,4.00,6.00,0.576
ME 205,3.00,0.00,4.00,8.00,6.00,0.576
ME 312,3.00,0.00,4.00,6.00,8.00,0.576
ME 316,3.00,0.00,6.00,4.00,8.00,0.576
ME 316,3.00,0.00,6.00,4.00,8.00,0.576
ME 316,3.00,0.00,4.00,8.00,6.00,0.576
ENGL 102,3.00,0.00,7.00,3.00,9.00,0.567
ME 205,3.00,0.00,3.00,9.00,7.00,0.567
ENGL 214,3.00,0.00,7.00,3.00,9.00,0.567
ICS 103,3.00,1.00,4.00,5.00,7.00,0.56
ME 215,3.00,1.00,7.00,4.00,5.00,0.56
CE 324,4.00,1.00,4.00,4.00,7.00,0.56
CE 324,4.00,1.00,4.00,7.00,4.00,0.56
CE 201,4.00,1.00,3.00,4.00,9.00,0.54
COE 202,3.00,0.00,5.00,4.00,9.00,0.54
ME 205,3.00,0.00,6.00,5.00,6.00,0.54
ENGL 214,3.00,0.00,5.00,4.00,9.00,0.54
CE 253,3.00,0.00,6.00,5.00,6.00,0.54
ISE 307,3.00,0.00,4.00,5.00,9.00,0.54
ME 316,3.00,0.00,5.00,6.00,6.00,0.54
ME 326,3.00,0.00,6.00,5.00,6.00,0.54
ME 326,3.00,0.00,6.00,6.00,5.00,0.54
CE 353,3.00,0.00,5.00,6.00,6.00,0.54
ME 417,3.00,0.00,4.00,5.00,9.00,0.54
ME 418,2.00,0.00,5.00,6.00,9.00,0.54
ME 418,2.00,0.00,5.00,6.00,9.00,0.54
ME 418,2.00,0.00,5.00,6.00,9.00,0.54
CE 471,3.00,0.00,6.00,5.00,6.00,0.54
ENGL 101,3.00,0.00,5.00,5.00,7.00,0.525
COE 202,3.00,0.00,5.00,7.00,5.00,0.525
ME 205,3.00,0.00,5.00,5.00,7.00,0.525
ENGL 214,3.00,0.00,5.00,5.00,7.00,0.525
ME 316,3.00,0.00,7.00,5.00,5.00,0.525
ME 326,3.00,0.00,5.00,7.00,5.00,0.525
ME 326,3.00,0.00,5.00,5.00,7.00,0.525
CE 353,3.00,0.00,5.00,5.00,7.00,0.525
CE 353,3.00,0.00,5.00,5.00,7.00,0.525
CE 202,4.00,0.00,4.00,4.00,8.00,0.512
ENGL 101,3.00,0.00,4.00,6.00,7.00,0.504
ENGL 102,3.00,0.00,7.00,4.00,6.00,0.504
CE 202,4.00,0.00,7.00,2.00,9.00,0.504
CE 202,4.00,0.00,7.00,3.00,6.00,0.504
CE 202,4.00,0.00,7.00,3.00,6.00,0.504
ME 215,3.00,1.00,6.00,3.00,7.00,0.504
ISE 307,3.00,0.00,6.00,4.00,7.00,0.504
ISE 307,3.00,0.00,3.00,7.00,8.00,0.504
ISE 307,3.00,0.00,3.00,7.00,8.00,0.504
ME 326,3.00,0.00,4.00,6.00,7.00,0.504
ME 326,3.00,0.00,4.00,6.00,7.00,0.504
CE 353,3.00,0.00,6.00,4.00,7.00,0.504
CE 353,3.00,0.00,4.00,7.00,6.00,0.504
ME 418,2.00,0.00,6.00,6.00,7.00,0.504
CE 324,4.00,1.00,5.00,4.00,5.00,0.5
CE 324,4.00,1.00,5.00,4.00,5.00,0.5
ME 418,2.00,0.00,5.00,7.00,7.00,0.49
ENGL 101,3.00,0.00,3.00,6.00,9.00,0.486
ENGL 102,3.00,0.00,3.00,6.00,9.00,0.486
ENGL 214,3.00,0.00,6.00,3.00,9.00,0.486
ME 417,3.00,0.00,3.00,6.00,9.00,0.486
ENGL 102,3.00,0.00,4.00,5.00,8.00,0.48
ICS 103,3.00,1.00,5.00,4.00,6.00,0.48
CE 201,4.00,1.00,4.00,4.00,6.00,0.48
CE 202,4.00,0.00,8.00,3.00,5.00,0.48
COE 202,3.00,0.00,8.00,4.00,5.00,0.48
COE 202,3.00,0.00,5.00,4.00,8.00,0.48
ME 215,3.00,1.00,5.00,3.00,8.00,0.48
ME 316,3.00,0.00,5.00,4.00,8.00,0.48
ME 316,3.00,0.00,5.00,8.00,4.00,0.48
ME 316,3.00,0.00,4.00,5.00,8.00,0.48
CE 324,4.00,1.00,4.00,4.00,6.00,0.48
ME 418,2.00,0.00,5.00,6.00,8.00,0.48
COE 202,3.00,0.00,6.00,5.00,5.00,0.45
ME 205,3.00,0.00,5.00,5.00,6.00,0.45
ME 312,3.00,0.00,5.00,5.00,6.00,0.45
ME 312,3.00,0.00,5.00,5.00,6.00,0.45
ME 312,3.00,0.00,6.00,5.00,5.00,0.45
CE 324,4.00,1.00,6.00,3.00,5.00,0.45
CE 324,4.00,1.00,5.00,3.00,6.00,0.45
ME 326,3.00,0.00,5.00,5.00,6.00,0.45
ME 326,3.00,0.00,5.00,6.00,5.00,0.45
ME 326,3.00,0.00,5.00,6.00,5.00,0.45
CE 353,3.00,0.00,5.00,5.00,6.00,0.45
ME 387,3.00,0.00,5.00,5.00,6.00,0.45
ME 418,2.00,0.00,5.00,5.00,9.00,0.45
ME 418,2.00,0.00,5.00,5.00,9.00,0.45
CE 202,4.00,0.00,7.00,2.00,8.00,0.448
ME 418,2.00,0.00,4.00,7.00,8.00,0.448
ENGL 102,3.00,0.00,7.00,3.00,7.00,0.441
ENGL 214,3.00,0.00,7.00,3.00,7.00,0.441
ISE 307,3.00,0.00,3.00,7.00,7.00,0.441
ME 417,3.00,0.00,3.00,7.00,7.00,0.441
ENGL 101,3.00,0.00,3.00,6.00,8.00,0.432
ENGL 101,3.00,0.00,4.00,6.00,6.00,0.432
ENGL 102,3.00,0.00,4.00,6.00,6.00,0.432
CE 202,4.00,0.00,4.00,3.00,9.00,0.432
ENGL 214,3.00,0.00,8.00,3.00,6.00,0.432
ME 215,3.00,1.00,4.00,3.00,9.00,0.432
ISE 307,3.00,0.00,4.00,4.00,9.00,0.432
ISE 307,3.00,0.00,4.00,6.00,6.00,0.432
ISE 307,3.00,0.00,4.00,6.00,6.00,0.432
ME 312,3.00,0.00,6.00,3.00,8.00,0.432
ME 316,3.00,0.00,6.00,6.00,4.00,0.432
ME 326,3.00,0.00,3.00,6.00,8.00,0.432
ME 326,3.00,0.00,6.00,4.00,6.00,0.432
ME 326,3.00,0.00,6.00,4.00,6.00,0.432
CE 353,3.00,0.00,6.00,6.00,4.00,0.432
CE 353,3.00,0.00,6.00,4.00,6.00,0.432
ME 418,2.00,0.00,4.00,6.00,9.00,0.432
ME 418,2.00,0.00,4.00,6.00,9.00,0.432
ENGL 101,3.00,0.00,4.00,5.00,7.00,0.42
CE 201,4.00,1.00,3.00,4.00,7.00,0.42
CE 202,4.00,0.00,5.00,3.00,7.00,0.42
ENGL 214,3.00,0.00,4.00,5.00,7.00,0.42
ENGL 214,3.00,0.00,4.00,5.00,7.00,0.42
ENGL 214,3.00,0.00,4.00,5.00,7.00,0.42
ENGL 214,3.00,0.00,4.00,5.00,7.00,0.42
ME 215,3.00,1.00,5.00,3.00,7.00,0.42
CE 254,3.00,0.00,5.00,4.00,7.00,0.42
ISE 307,3.00,0.00,4.00,7.00,5.00,0.42
ME 316,3.00,0.00,4.00,7.00,5.00,0.42
ME 316,3.00,0.00,4.00,5.00,7.00,0.42
CE 324,4.00,1.00,7.00,3.00,4.00,0.42
CE 353,3.00,0.00,7.00,4.00,5.00,0.42
ME 417,3.00,0.00,4.00,5.00,7.00,0.42
ME 417,3.00,0.00,4.00,5.00,7.00,0.42
ME 418,2.00,0.00,6.00,5.00,7.00,0.42
ENGL 102,3.00,0.00,3.00,5.00,9.00,0.405
ISE 307,3.00,0.00,5.00,3.00,9.00,0.405
ME 215,3.00,1.00,5.00,4.00,5.00,0.4
CE 324,4.00,1.00,4.00,5.00,4.00,0.4
ENGL 102,3.00,0.00,4.00,4.00,8.00,0.384
CE 202,4.00,0.00,4.00,4.00,6.00,0.384
CE 202,4.00,0.00,4.00,3.00,8.00,0.384
CE 202,4.00,0.00,6.00,2.00,8.00,0.384
ME 215,3.00,1.00,4.00,3.00,8.00,0.384
ENGL 101,3.00,0.00,3.00,6.00,7.00,0.378
ENGL 102,3.00,0.00,7.00,2.00,9.00,0.378
ENGL 102,3.00,0.00,7.00,2.00,9.00,0.378
ME 326,3.00,0.00,3.00,7.00,6.00,0.378
CE 353,3.00,0.00,6.00,3.00,7.00,0.378
CE 353,3.00,0.00,6.00,3.00,7.00,0.378
ME 418,2.00,0.00,3.00,7.00,9.00,0.378
ISE 307,3.00,0.00,5.00,5.00,5.00,0.375
ME 316,3.00,0.00,5.00,5.00,5.00,0.375
ME 326,3.00,0.00,5.00,5.00,5.00,0.375
ME 326,3.00,0.00,5.00,5.00,5.00,0.375
ENGL 101,3.00,0.00,5.00,4.00,6.00,0.36
ENGL 101,3.00,0.00,5.00,3.00,8.00,0.36
ENGL 101,3.00,0.00,5.00,3.00,8.00,0.36
ENGL 102,3.00,0.00,5.00,3.00,8.00,0.36
CE 202,4.00,0.00,5.00,3.00,6.00,0.36
ME 205,3.00,0.00,4.00,6.00,5.00,0.36
ME 205,3.00,0.00,4.00,5.00,6.00,0.36
ENGL 214,3.00,0.00,5.00,3.00,8.00,0.36
ME 215,3.00,1.00,3.00,6.00,5.00,0.36
ME 215,3.00,1.00,3.00,5.00,6.00,0.36
CE 254,3.00,0.00,6.00,5.00,4.00,0.36
ISE 307,3.00,0.00,3.00,5.00,8.00,0.36
ME 312,3.00,0.00,6.00,5.00,4.00,0.36
ME 312,3.00,0.00,6.00,5.00,4.00,0.36
ME 316,3.00,0.00,4.00,5.00,6.00,0.36
ME 326,3.00,0.00,4.00,6.00,5.00,0.36
ME 326,3.00,0.00,3.00,8.00,5.00,0.36
ENGL 102,3.00,0.00,7.00,2.00,8.00,0.336
CE 202,4.00,0.00,7.00,2.00,6.00,0.336
ENGL 214,3.00,0.00,4.00,4.00,7.00,0.336
ME 215,3.00,1.00,3.00,4.00,7.00,0.336
ME 316,3.00,0.00,7.00,4.00,4.00,0.336
ME 316,3.00,0.00,7.00,4.00,4.00,0.336
ME 316,3.00,0.00,4.00,4.00,7.00,0.336
ME 316,3.00,0.00,7.00,4.00,4.00,0.336
ME 418,2.00,0.00,3.00,7.00,8.00,0.336
ME 418,2.00,0.00,3.00,7.00,8.00,0.336
ENGL 101,3.00,0.00,6.00,2.00,9.00,0.324
ENGL 101,3.00,0.00,6.00,2.00,9.00,0.324
ENGL 102,3.00,0.00,6.00,3.00,6.00,0.324
ENGL 102,3.00,0.00,6.00,3.00,6.00,0.324
ENGL 102,3.00,0.00,6.00,2.00,9.00,0.324
ENGL 102,3.00,0.00,6.00,2.00,9.00,0.324
ME 205,3.00,0.00,3.00,6.00,6.00,0.324
CE 253,3.00,0.00,6.00,3.00,6.00,0.324
ME 312,3.00,0.00,3.00,6.00,6.00,0.324
CE 353,3.00,0.00,6.00,6.00,3.00,0.324
ME 418,2.00,0.00,3.00,6.00,9.00,0.324
CE 202,4.00,0.00,5.00,2.00,8.00,0.32
ME 205,3.00,0.00,3.00,7.00,5.00,0.315
CE 254,3.00,0.00,3.00,5.00,7.00,0.315
ISE 307,3.00,0.00,3.00,7.00,5.00,0.315
CE 353,3.00,0.00,7.00,3.00,5.00,0.315
ME 205,3.00,0.00,4.00,5.00,5.00,0.3
ME 215,3.00,1.00,3.00,5.00,5.00,0.3
ME 215,3.00,1.00,3.00,5.00,5.00,0.3
CE 253,3.00,0.00,5.00,5.00,4.00,0.3
CE 254,3.00,0.00,4.00,5.00,5.00,0.3
ME 326,3.00,0.00,4.00,5.00,5.00,0.3
ME 326,3.00,0.00,4.00,5.00,5.00,0.3
GS 320,3.00,0.00,4.00,5.00,5.00,0.3
GS 320,3.00,0.00,4.00,5.00,5.00,0.3
GS 434,3.00,0.00,4.00,5.00,5.00,0.3
ME 418,2.00,0.00,3.00,7.00,7.00,0.294
ENGL 101,3.00,0.00,4.00,3.00,8.00,0.288
ENGL 101,3.00,0.00,6.00,2.00,8.00,0.288
ENGL 101,3.00,0.00,4.00,4.00,6.00,0.288
ENGL 101,3.00,0.00,4.00,3.00,8.00,0.288
ENGL 101,3.00,0.00,4.00,4.00,6.00,0.288
ENGL 214,3.00,0.00,6.00,2.00,8.00,0.288
ENGL 214,3.00,0.00,6.00,2.00,8.00,0.288
ENGL 214,3.00,0.00,4.00,3.00,8.00,0.288
ME 215,3.00,1.00,3.00,3.00,8.00,0.288
ME 215,3.00,1.00,4.00,3.00,6.00,0.288
ME 312,3.00,0.00,6.00,2.00,8.00,0.288
ME 312,3.00,0.00,4.00,4.00,6.00,0.288
ME 418,2.00,0.00,3.00,6.00,8.00,0.288
ME 418,2.00,0.00,3.00,6.00,8.00,0.288
ENGL 101,3.00,0.00,6.00,3.00,5.00,0.27
ENGL 101,3.00,0.00,5.00,3.00,6.00,0.27
ENGL 214,3.00,0.00,5.00,3.00,6.00,0.27
ME 312,3.00,0.00,5.00,3.00,6.00,0.27
ME 326,3.00,0.00,3.00,6.00,5.00,0.27
CE 353,3.00,0.00,5.00,3.00,6.00,0.27
CE 353,3.00,0.00,6.00,3.00,5.00,0.27
ME 418,2.00,0.00,3.00,5.00,9.00,0.27
ENGL 102,3.00,0.00,6.00,2.00,7.00,0.252
CE 253,3.00,0.00,4.00,3.00,7.00,0.252
CE 254,3.00,0.00,3.00,4.00,7.00,0.252
CE 254,3.00,0.00,6.00,2.00,7.00,0.252
ISE 307,3.00,0.00,4.00,3.00,7.00,0.252
ME 312,3.00,0.00,4.00,3.00,7.00,0.252
ME 312,3.00,0.00,4.00,3.00,7.00,0.252
CE 353,3.00,0.00,4.00,3.00,7.00,0.252
CE 353,3.00,0.00,7.00,3.00,4.00,0.252
ENGL 101,3.00,0.00,5.00,2.00,8.00,0.24
ME 215,3.00,1.00,3.00,4.00,5.00,0.24
CE 253,3.00,0.00,4.00,5.00,4.00,0.24
CE 253,3.00,0.00,4.00,4.00,5.00,0.24
CE 254,3.00,0.00,5.00,4.00,4.00,0.24
CE 254,3.00,0.00,5.00,4.00,4.00,0.24
ME 316,3.00,0.00,4.00,5.00,4.00,0.24
CE 324,4.00,1.00,4.00,3.00,4.00,0.24
ME 326,3.00,0.00,4.00,4.00,5.00,0.24
GS 320,3.00,0.00,4.00,4.00,5.00,0.24
GS 434,3.00,0.00,4.00,4.00,5.00,0.24
ME 205,3.00,0.00,3.00,5.00,5.00,0.225
CE 253,3.00,0.00,5.00,3.00,5.00,0.225
