Course,Credit,Lab,Difficulty,Material,Study Time,Weight
ICS 471,3.00,0.00,7.00,6.00,8.00,1.008
ICS 471,3.00,0.00,8.00,6.00,7.00,1.008
ICS 471,3.00,0.00,7.00,6.00,8.00,1.008
ICS 233,4.00,1.00,5.00,8.00,5.00,1
ICS 233,4.00,1.00,5.00,5.00,8.00,1
MATH 102,4.00,0.00,7.00,5.00,7.00,0.98
ICS 102,3.00,1.00,7.00,5.00,7.00,0.98
ICS 201,4.00,1.00,4.00,7.00,7.00,0.98
ICS 324,4.00,1.00,4.00,7.00,7.00,0.98
MATH 201,3.00,0.00,6.00,6.00,9.00,0.972
COE 202,3.00,0.00,9.00,6.00,6.00,0.972
COE 202,3.00,0.00,6.00,6.00,9.00,0.972
SWE 205,3.00,0.00,6.00,6.00,9.00,0.972
ENGL 214,3.00,0.00,9.00,4.00,9.00,0.972
ENGL 214,3.00,0.00,9.00,6.00,6.00,0.972
ISE 307,3.00,0.00,6.00,6.00,9.00,0.972
ICS 471,3.00,0.00,6.00,9.00,6.00,0.972
MATH 101,4.00,0.00,6.00,5.00,8.00,0.96
ICS 202,4.00,0.00,6.00,5.00,8.00,0.96
ICS 202,4.00,0.00,5.00,6.00,8.00,0.96
ICS 202,4.00,0.00,5.00,6.00,8.00,0.96
ICS 202,4.00,0.00,8.00,5.00,6.00,0.96
SWE 215,3.00,1.00,6.00,5.00,8.00,0.96
SWE 316,3.00,0.00,5.00,8.00,8.00,0.96
ICS 471,3.00,0.00,8.00,5.00,8.00,0.96
MATH 201,3.00,0.00,7.00,5.00,9.00,0.945
COE 202,3.00,0.00,9.00,7.00,5.00,0.945
SWE 205,3.00,0.00,5.00,9.00,7.00,0.945
ISE 307,3.00,0.00,5.00,7.00,9.00,0.945
ISE 307,3.00,0.00,5.00,7.00,9.00,0.945
SWE 363,3.00,0.00,5.00,7.00,9.00,0.945
SWE 363,3.00,0.00,9.00,5.00,7.00,0.945
SWE 387,3.00,0.00,7.00,5.00,9.00,0.945
SWE 387,3.00,0.00,5.00,7.00,9.00,0.945
SWE 417,3.00,0.00,5.00,7.00,9.00,0.945
ICS 485,3.00,0.00,9.00,5.00,7.00,0.945
ICS 485,3.00,0.00,7.00,5.00,9.00,0.945
PHYS 102,4.00,1.00,6.00,5.00,6.00,0.9
PHYS 102,4.00,1.00,6.00,5.00,6.00,0.9
ICS 201,4.00,1.00,5.00,6.00,6.00,0.9
SWE 215,3.00,1.00,5.00,5.00,9.00,0.9
SWE 215,3.00,1.00,5.00,5.00,9.00,0.9
ICS 343,4.00,1.00,6.00,5.00,6.00,0.9
ICS 343,4.00,1.00,6.00,5.00,6.00,0.9
ICS 343,4.00,1.00,6.00,5.00,6.00,0.9
ICS 102,3.00,1.00,4.00,8.00,7.00,0.896
MATH 201,3.00,0.00,6.00,7.00,7.00,0.882
MATH 201,3.00,0.00,6.00,7.00,7.00,0.882
SWE 316,3.00,0.00,6.00,7.00,7.00,0.882
SWE 316,3.00,0.00,6.00,7.00,7.00,0.882
SWE 363,3.00,0.00,6.00,7.00,7.00,0.882
SWE 417,3.00,0.00,6.00,7.00,7.00,0.882
SWE 417,3.00,0.00,7.00,6.00,7.00,0.882
SWE 417,3.00,0.00,7.00,6.00,7.00,0.882
SWE 418,2.00,0.00,7.00,7.00,9.00,0.882
ICS 381,3.00,0.00,6.00,7.00,7.00,0.882
ICS 381,3.00,0.00,6.00,7.00,7.00,0.882
ICS 233,4.00,1.00,7.00,5.00,5.00,0.875
MATH 201,3.00,0.00,6.00,6.00,8.00,0.864
MATH 201,3.00,0.00,6.00,6.00,8.00,0.864
MATH 201,3.00,0.00,6.00,8.00,6.00,0.864
MATH 201,3.00,0.00,6.00,8.00,6.00,0.864
ICS 202,4.00,0.00,6.00,4.00,9.00,0.864
ICS 202,4.00,0.00,6.00,4.00,9.00,0.864
COE 202,3.00,0.00,9.00,4.00,8.00,0.864
SWE 205,3.00,0.00,6.00,8.00,6.00,0.864
SWE 205,3.00,0.00,6.00,6.00,8.00,0.864
ENGL 214,3.00,0.00,9.00,4.00,8.00,0.864
ENGL 214,3.00,0.00,6.00,6.00,8.00,0.864
SWE 363,3.00,0.00,6.00,8.00,6.00,0.864
SWE 387,3.00,0.00,6.00,8.00,6.00,0.864
SWE 387,3.00,0.00,6.00,6.00,8.00,0.864
SWE 417,3.00,0.00,6.00,6.00,8.00,0.864
SWE 417,3.00,0.00,6.00,6.00,8.00,0.864
ICS 381,3.00,0.00,8.00,6.00,6.00,0.864
ICS 201,4.00,1.00,6.00,4.00,7.00,0.84
ICS 202,4.00,0.00,5.00,6.00,7.00,0.84
ICS 202,4.00,0.00,7.00,5.00,6.00,0.84
SWE 205,3.00,0.00,7.00,8.00,5.00,0.84
ICS 324,4.00,1.00,4.00,7.00,6.00,0.84
ICS 324,4.00,1.00,7.00,4.00,6.00,0.84
ICS 324,4.00,1.00,6.00,7.00,4.00,0.84
SWE 326,3.00,0.00,5.00,7.00,8.00,0.84
SWE 363,3.00,0.00,7.00,5.00,8.00,0.84
SWE 387,3.00,0.00,7.00,5.00,8.00,0.84
SWE 417,3.00,0.00,7.00,5.00,8.00,0.84
SWE 417,3.00,0.00,7.00,5.00,8.00,0.84
SWE 417,3.00,0.00,7.00,5.00,8.00,0.84
MATH 201,3.00,0.00,6.00,5.00,9.00,0.81
MATH 201,3.00,0.00,9.00,5.00,6.00,0.81
SWE 205,3.00,0.00,5.00,6.00,9.00,0.81
SWE 205,3.00,0.00,5.00,6.00,9.00,0.81
ISE 307,3.00,0.00,5.00,6.00,9.00,0.81
ISE 307,3.00,0.00,5.00,6.00,9.00,0.81
SWE 363,3.00,0.00,5.00,6.00,9.00,0.81
SWE 363,3.00,0.00,5.00,6.00,9.00,0.81
ICS 485,3.00,0.00,9.00,5.00,6.00,0.81
ICS 201,4.00,1.00,4.00,5.00,8.00,0.8
ICS 201,4.00,1.00,5.00,4.00,8.00,0.8
SWE 215,3.00,1.00,5.00,5.00,8.00,0.8
ICS 102,3.00,1.00,7.00,4.00,7.00,0.784
SWE 418,2.00,0.00,7.00,7.00,8.00,0.784
ICS 102,3.00,1.00,4.00,6.00,8.00,0.768
ICS 202,4.00,0.00,4.00,6.00,8.00,0.768
ICS 202,4.00,0.00,4.00,6.00,8.00,0.768
ENGL 214,3.00,0.00,8.00,4.00,8.00,0.768
SWE 215,3.00,1.00,6.00,4.00,8.00,0.768
SWE 215,3.00,1.00,6.00,4.00,8.00,0.768
SWE 316,3.00,0.00,4.00,8.00,8.00,0.768
SWE 316,3.00,0.00,4.00,8.00,8.00,0.768
SWE 326,3.00,0.00,4.00,8.00,8.00,0.768
ENGL 102,3.00,0.00,7.00,6.00,6.00,0.756
ENGL 102,3.00,0.00,6.00,6.00,7.00,0.756
COE 202,3.00,0.00,9.00,4.00,7.00,0.756
SWE 205,3.00,0.00,6.00,7.00,6.00,0.756
ENGL 214,3.00,0.00,7.00,6.00,6.00,0.756
SWE 215,3.00,1.00,7.00,3.00,9.00,0.756
ISE 307,3.00,0.00,6.00,7.00,6.00,0.756
ISE 307,3.00,0.00,6.00,6.00,7.00,0.756
SWE 326,3.00,0.00,6.00,7.00,6.00,0.756
SWE 326,3.00,0.00,6.00,7.00,6.00,0.756
SWE 326,3.00,0.00,6.00,6.00,7.00,0.756
ICS 353,3.00,0.00,6.00,7.00,6.00,0.756
SWE 387,3.00,0.00,6.00,6.00,7.00,0.756
SWE 417,3.00,0.00,6.00,6.00,7.00,0.756
SWE 417,3.00,0.00,4.00,7.00,9.00,0.756
SWE 417,3.00,0.00,4.00,7.00,9.00,0.756
SWE 417,3.00,0.00,4.00,7.00,9.00,0.756
SWE 418,2.00,0.00,7.00,6.00,9.00,0.756
SWE 418,2.00,0.00,6.00,7.00,9.00,0.756
ICS 381,3.00,0.00,6.00,7.00,6.00,0.756
ICS 381,3.00,0.00,6.00,7.00,6.00,0.756
ICS 381,3.00,0.00,6.00,6.00,7.00,0.756
ICS 381,3.00,0.00,7.00,6.00,6.00,0.756
ICS 381,3.00,0.00,6.00,6.00,7.00,0.756
ICS 381,3.00,0.00,6.00,7.00,6.00,0.756
ICS 381,3.00,0.00,6.00,6.00,7.00,0.756
ICS 485,3.00,0.00,6.00,6.00,7.00,0.756
ICS 471,3.00,0.00,6.00,7.00,6.00,0.756
ICS 471,3.00,0.00,6.00,6.00,7.00,0.756
ENGL 102,3.00,0.00,7.00,5.00,7.00,0.735
ENGL 214,3.00,0.00,7.00,5.00,7.00,0.735
ENGL 214,3.00,0.00,7.00,5.00,7.00,0.735
SWE 316,3.00,0.00,7.00,5.00,7.00,0.735
ICS 324,4.00,1.00,7.00,3.00,7.00,0.735
ICS 353,3.00,0.00,5.00,7.00,7.00,0.735
SWE 387,3.00,0.00,5.00,7.00,7.00,0.735
SWE 387,3.00,0.00,5.00,7.00,7.00,0.735
SWE 205,3.00,0.00,3.00,9.00,9.00,0.729
ENGL 214,3.00,0.00,9.00,3.00,9.00,0.729
ENGL 101,3.00,0.00,5.00,6.00,8.00,0.72
ENGL 102,3.00,0.00,5.00,6.00,8.00,0.72
ENGL 102,3.00,0.00,5.00,6.00,8.00,0.72
ICS 102,3.00,1.00,5.00,4.00,9.00,0.72
MATH 201,3.00,0.00,8.00,5.00,6.00,0.72
ICS 201,4.00,1.00,3.00,8.00,6.00,0.72
ICS 201,4.00,1.00,3.00,8.00,6.00,0.72
ICS 201,4.00,1.00,3.00,8.00,6.00,0.72
COE 202,3.00,0.00,6.00,5.00,8.00,0.72
ISE 307,3.00,0.00,5.00,6.00,8.00,0.72
ICS 324,4.00,1.00,4.00,6.00,6.00,0.72
SWE 326,3.00,0.00,6.00,5.00,8.00,0.72
SWE 363,3.00,0.00,5.00,8.00,6.00,0.72
SWE 387,3.00,0.00,5.00,8.00,6.00,0.72
SWE 387,3.00,0.00,6.00,5.00,8.00,0.72
SWE 417,3.00,0.00,5.00,6.00,8.00,0.72
ICS 485,3.00,0.00,8.00,5.00,6.00,0.72
ICS 471,3.00,0.00,8.00,5.00,6.00,0.72
ICS 201,4.00,1.00,5.00,4.00,7.00,0.7
SWE 215,3.00,1.00,5.00,7.00,5.00,0.7
SWE 215,3.00,1.00,5.00,5.00,7.00,0.7
ICS 324,4.00,1.00,7.00,4.00,5.00,0.7
ICS 324,4.00,1.00,5.00,4.00,7.00,0.7
ICS 324,4.00,1.00,7.00,4.00,5.00,0.7
SWE 418,2.00,0.00,7.00,7.00,7.00,0.686
SWE 418,2.00,0.00,7.00,7.00,7.00,0.686
COE 202,3.00,0.00,9.00,5.00,5.00,0.675
COE 202,3.00,0.00,9.00,5.00,5.00,0.675
SWE 417,3.00,0.00,5.00,5.00,9.00,0.675
SWE 417,3.00,0.00,5.00,5.00,9.00,0.675
ENGL 102,3.00,0.00,7.00,4.00,8.00,0.672
ICS 102,3.00,1.00,7.00,4.00,6.00,0.672
ICS 202,4.00,0.00,7.00,4.00,6.00,0.672
SWE 215,3.00,1.00,7.00,4.00,6.00,0.672
SWE 417,3.00,0.00,4.00,7.00,8.00,0.672
SWE 418,2.00,0.00,7.00,6.00,8.00,0.672
COE 202,3.00,0.00,6.00,4.00,9.00,0.648
SWE 205,3.00,0.00,4.00,6.00,9.00,0.648
SWE 205,3.00,0.00,3.00,9.00,8.00,0.648
ENGL 214,3.00,0.00,6.00,4.00,9.00,0.648
ISE 307,3.00,0.00,6.00,6.00,6.00,0.648
SWE 312,3.00,0.00,6.00,6.00,6.00,0.648
ICS 353,3.00,0.00,6.00,6.00,6.00,0.648
ICS 471,3.00,0.00,6.00,6.00,6.00,0.648
ICS 102,3.00,1.00,5.00,4.00,8.00,0.64
ICS 102,3.00,1.00,5.00,4.00,8.00,0.64
ICS 102,3.00,1.00,5.00,4.00,8.00,0.64
ICS 102,3.00,1.00,5.00,4.00,8.00,0.64
ICS 201,4.00,1.00,4.00,4.00,8.00,0.64
ICS 202,4.00,0.00,8.00,4.00,5.00,0.64
ENGL 101,3.00,0.00,5.00,6.00,7.00,0.63
MATH 201,3.00,0.00,6.00,5.00,7.00,0.63
ICS 201,4.00,1.00,3.00,6.00,7.00,0.63
COE 202,3.00,0.00,7.00,5.00,6.00,0.63
COE 202,3.00,0.00,7.00,5.00,6.00,0.63
SWE 205,3.00,0.00,7.00,5.00,6.00,0.63
SWE 205,3.00,0.00,5.00,6.00,7.00,0.63
SWE 205,3.00,0.00,7.00,5.00,6.00,0.63
ISE 307,3.00,0.00,5.00,6.00,7.00,0.63
ISE 307,3.00,0.00,5.00,6.00,7.00,0.63
SWE 326,3.00,0.00,5.00,7.00,6.00,0.63
SWE 326,3.00,0.00,5.00,7.00,6.00,0.63
ICS 353,3.00,0.00,6.00,5.00,7.00,0.63
ICS 353,3.00,0.00,6.00,5.00,7.00,0.63
ICS 353,3.00,0.00,5.00,6.00,7.00,0.63
ICS 353,3.00,0.00,7.00,6.00,5.00,0.63
ICS 353,3.00,0.00,6.00,5.00,7.00,0.63
SWE 387,3.00,0.00,6.00,5.00,7.00,0.63
ICS 471,3.00,0.00,6.00,5.00,7.00,0.63
ICS 471,3.00,0.00,6.00,5.00,7.00,0.63
ICS 324,4.00,1.00,5.00,5.00,5.00,0.625
ENGL 101,3.00,0.00,5.00,5.00,8.00,0.6
ICS 201,4.00,1.00,4.00,5.00,6.00,0.6
ICS 201,4.00,1.00,4.00,5.00,6.00,0.6
SWE 215,3.00,1.00,5.00,6.00,5.00,0.6
SWE 215,3.00,1.00,6.00,5.00,5.00,0.6
ISE 307,3.00,0.00,5.00,5.00,8.00,0.6
ICS 324,4.00,1.00,5.00,4.00,6.00,0.6
SWE 326,3.00,0.00,5.00,8.00,5.00,0.6
SWE 417,3.00,0.00,5.00,5.00,8.00,0.6
ENGL 214,3.00,0.00,7.00,4.00,7.00,0.588
SWE 316,3.00,0.00,4.00,7.00,7.00,0.588
ICS 353,3.00,0.00,7.00,4.00,7.00,0.588
SWE 417,3.00,0.00,4.00,7.00,7.00,0.588
SWE 418,2.00,0.00,7.00,6.00,7.00,0.588
SWE 418,2.00,0.00,7.00,6.00,7.00,0.588
SWE 418,2.00,0.00,7.00,6.00,7.00,0.588
ENGL 102,3.00,0.00,4.00,6.00,8.00,0.576
COE 202,3.00,0.00,8.00,4.00,6.00,0.576
SWE 205,3.00,0.00,4.00,8.00,6.00,0.576
SWE 312,3.00,0.00,4.00,6.00,8.00,0.576
SWE 316,3.00,0.00,6.00,4.00,8.00,0.576
SWE 316,3.00,0.00,6.00,4.00,8.00,0.576
SWE 316,3.00,0.00,4.00,8.00,6.00,0.576
ENGL 102,3.00,0.00,7.00,3.00,9.00,0.567
SWE 205,3.00,0.00,3.00,9.00,7.00,0.567
ENGL 214,3.00,0.00,7.00,3.00,9.00,0.567
ICS 102,3.00,1.00,4.00,5.00,7.00,0.56
SWE 215,3.00,1.00,7.00,4.00,5.00,0.56
ICS 324,4.00,1.00,4.00,4.00,7.00,0.56
ICS 324,4.00,1.00,4.00,7.00,4.00,0.56
ICS 201,4.00,1.00,3.00,4.00,9.00,0.54
COE 202,3.00,0.00,5.00,4.00,9.00,0.54
SWE 205,3.00,0.00,6.00,5.00,6.00,0.54
ENGL 214,3.00,0.00,5.00,4.00,9.00,0.54
ICS 253,3.00,0.00,6.00,5.00,6.00,0.54
ISE 307,3.00,0.00,4.00,5.00,9.00,0.54
SWE 316,3.00,0.00,5.00,6.00,6.00,0.54
SWE 326,3.00,0.00,6.00,5.00,6.00,0.54
SWE 326,3.00,0.00,6.00,6.00,5.00,0.54
ICS 353,3.00,0.00,5.00,6.00,6.00,0.54
SWE 417,3.00,0.00,4.00,5.00,9.00,0.54
SWE 418,2.00,0.00,5.00,6.00,9.00,0.54
SWE 418,2.00,0.00,5.00,6.00,9.00,0.54
SWE 418,2.00,0.00,5.00,6.00,9.00,0.54
ICS 471,3.00,0.00,6.00,5.00,6.00,0.54
ENGL 101,3.00,0.00,5.00,5.00,7.00,0.525
COE 202,3.00,0.00,5.00,7.00,5.00,0.525
SWE 205,3.00,0.00,5.00,5.00,7.00,0.525
ENGL 214,3.00,0.00,5.00,5.00,7.00,0.525
SWE 316,3.00,0.00,7.00,5.00,5.00,0.525
SWE 326,3.00,0.00,5.00,7.00,5.00,0.525
SWE 326,3.00,0.00,5.00,5.00,7.00,0.525
ICS 353,3.00,0.00,5.00,5.00,7.00,0.525
ICS 353,3.00,0.00,5.00,5.00,7.00,0.525
ICS 202,4.00,0.00,4.00,4.00,8.00,0.512
ENGL 101,3.00,0.00,4.00,6.00,7.00,0.504
ENGL 102,3.00,0.00,7.00,4.00,6.00,0.504
ICS 202,4.00,0.00,7.00,2.00,9.00,0.504
ICS 202,4.00,0.00,7.00,3.00,6.00,0.504
ICS 202,4.00,0.00,7.00,3.00,6.00,0.504
SWE 215,3.00,1.00,6.00,3.00,7.00,0.504
ISE 307,3.00,0.00,6.00,4.00,7.00,0.504
ISE 307,3.00,0.00,3.00,7.00,8.00,0.504
ISE 307,3.00,0.00,3.00,7.00,8.00,0.504
SWE 326,3.00,0.00,4.00,6.00,7.00,0.504
SWE 326,3.00,0.00,4.00,6.00,7.00,0.504
ICS 353,3.00,0.00,6.00,4.00,7.00,0.504
ICS 353,3.00,0.00,4.00,7.00,6.00,0.504
SWE 418,2.00,0.00,6.00,6.00,7.00,0.504
ICS 324,4.00,1.00,5.00,4.00,5.00,0.5
ICS 324,4.00,1.00,5.00,4.00,5.00,0.5
SWE 418,2.00,0.00,5.00,7.00,7.00,0.49
ENGL 101,3.00,0.00,3.00,6.00,9.00,0.486
ENGL 102,3.00,0.00,3.00,6.00,9.00,0.486
ENGL 214,3.00,0.00,6.00,3.00,9.00,0.486
SWE 417,3.00,0.00,3.00,6.00,9.00,0.486
ENGL 102,3.00,0.00,4.00,5.00,8.00,0.48
ICS 102,3.00,1.00,5.00,4.00,6.00,0.48
ICS 201,4.00,1.00,4.00,4.00,6.00,0.48
ICS 202,4.00,0.00,8.00,3.00,5.00,0.48
COE 202,3.00,0.00,8.00,4.00,5.00,0.48
COE 202,3.00,0.00,5.00,4.00,8.00,0.48
SWE 215,3.00,1.00,5.00,3.00,8.00,0.48
SWE 316,3.00,0.00,5.00,4.00,8.00,0.48
SWE 316,3.00,0.00,5.00,8.00,4.00,0.48
SWE 316,3.00,0.00,4.00,5.00,8.00,0.48
ICS 324,4.00,1.00,4.00,4.00,6.00,0.48
SWE 418,2.00,0.00,5.00,6.00,8.00,0.48
COE 202,3.00,0.00,6.00,5.00,5.00,0.45
SWE 205,3.00,0.00,5.00,5.00,6.00,0.45
SWE 312,3.00,0.00,5.00,5.00,6.00,0.45
SWE 312,3.00,0.00,5.00,5.00,6.00,0.45
SWE 312,3.00,0.00,6.00,5.00,5.00,0.45
ICS 324,4.00,1.00,6.00,3.00,5.00,0.45
ICS 324,4.00,1.00,5.00,3.00,6.00,0.45
SWE 326,3.00,0.00,5.00,5.00,6.00,0.45
SWE 326,3.00,0.00,5.00,6.00,5.00,0.45
SWE 326,3.00,0.00,5.00,6.00,5.00,0.45
ICS 353,3.00,0.00,5.00,5.00,6.00,0.45
SWE 387,3.00,0.00,5.00,5.00,6.00,0.45
SWE 418,2.00,0.00,5.00,5.00,9.00,0.45
SWE 418,2.00,0.00,5.00,5.00,9.00,0.45
ICS 202,4.00,0.00,7.00,2.00,8.00,0.448
SWE 418,2.00,0.00,4.00,7.00,8.00,0.448
ENGL 102,3.00,0.00,7.00,3.00,7.00,0.441
ENGL 214,3.00,0.00,7.00,3.00,7.00,0.441
ISE 307,3.00,0.00,3.00,7.00,7.00,0.441
SWE 417,3.00,0.00,3.00,7.00,7.00,0.441
ENGL 101,3.00,0.00,3.00,6.00,8.00,0.432
ENGL 101,3.00,0.00,4.00,6.00,6.00,0.432
ENGL 102,3.00,0.00,4.00,6.00,6.00,0.432
ICS 202,4.00,0.00,4.00,3.00,9.00,0.432
ENGL 214,3.00,0.00,8.00,3.00,6.00,0.432
SWE 215,3.00,1.00,4.00,3.00,9.00,0.432
ISE 307,3.00,0.00,4.00,4.00,9.00,0.432
ISE 307,3.00,0.00,4.00,6.00,6.00,0.432
ISE 307,3.00,0.00,4.00,6.00,6.00,0.432
SWE 312,3.00,0.00,6.00,3.00,8.00,0.432
SWE 316,3.00,0.00,6.00,6.00,4.00,0.432
SWE 326,3.00,0.00,3.00,6.00,8.00,0.432
SWE 326,3.00,0.00,6.00,4.00,6.00,0.432
SWE 326,3.00,0.00,6.00,4.00,6.00,0.432
ICS 353,3.00,0.00,6.00,6.00,4.00,0.432
ICS 353,3.00,0.00,6.00,4.00,6.00,0.432
SWE 418,2.00,0.00,4.00,6.00,9.00,0.432
SWE 418,2.00,0.00,4.00,6.00,9.00,0.432
ENGL 101,3.00,0.00,4.00,5.00,7.00,0.42
ICS 201,4.00,1.00,3.00,4.00,7.00,0.42
ICS 202,4.00,0.00,5.00,3.00,7.00,0.42
ENGL 214,3.00,0.00,4.00,5.00,7.00,0.42
ENGL 214,3.00,0.00,4.00,5.00,7.00,0.42
ENGL 214,3.00,0.00,4.00,5.00,7.00,0.42
ENGL 214,3.00,0.00,4.00,5.00,7.00,0.42
SWE 215,3.00,1.00,5.00,3.00,7.00,0.42
ICS 254,3.00,0.00,5.00,4.00,7.00,0.42
ISE 307,3.00,0.00,4.00,7.00,5.00,0.42
SWE 316,3.00,0.00,4.00,7.00,5.00,0.42
SWE 316,3.00,0.00,4.00,5.00,7.00,0.42
ICS 324,4.00,1.00,7.00,3.00,4.00,0.42
ICS 353,3.00,0.00,7.00,4.00,5.00,0.42
SWE 417,3.00,0.00,4.00,5.00,7.00,0.42
SWE 417,3.00,0.00,4.00,5.00,7.00,0.42
SWE 418,2.00,0.00,6.00,5.00,7.00,0.42
ENGL 102,3.00,0.00,3.00,5.00,9.00,0.405
ISE 307,3.00,0.00,5.00,3.00,9.00,0.405
SWE 215,3.00,1.00,5.00,4.00,5.00,0.4
ICS 324,4.00,1.00,4.00,5.00,4.00,0.4
ENGL 102,3.00,0.00,4.00,4.00,8.00,0.384
ICS 202,4.00,0.00,4.00,4.00,6.00,0.384
ICS 202,4.00,0.00,4.00,3.00,8.00,0.384
ICS 202,4.00,0.00,6.00,2.00,8.00,0.384
SWE 215,3.00,1.00,4.00,3.00,8.00,0.384
ENGL 101,3.00,0.00,3.00,6.00,7.00,0.378
ENGL 102,3.00,0.00,7.00,2.00,9.00,0.378
ENGL 102,3.00,0.00,7.00,2.00,9.00,0.378
SWE 326,3.00,0.00,3.00,7.00,6.00,0.378
ICS 353,3.00,0.00,6.00,3.00,7.00,0.378
ICS 353,3.00,0.00,6.00,3.00,7.00,0.378
SWE 418,2.00,0.00,3.00,7.00,9.00,0.378
ISE 307,3.00,0.00,5.00,5.00,5.00,0.375
SWE 316,3.00,0.00,5.00,5.00,5.00,0.375
SWE 326,3.00,0.00,5.00,5.00,5.00,0.375
SWE 326,3.00,0.00,5.00,5.00,5.00,0.375
ENGL 101,3.00,0.00,5.00,4.00,6.00,0.36
ENGL 101,3.00,0.00,5.00,3.00,8.00,0.36
ENGL 101,3.00,0.00,5.00,3.00,8.00,0.36
ENGL 102,3.00,0.00,5.00,3.00,8.00,0.36
ICS 202,4.00,0.00,5.00,3.00,6.00,0.36
SWE 205,3.00,0.00,4.00,6.00,5.00,0.36
SWE 205,3.00,0.00,4.00,5.00,6.00,0.36
ENGL 214,3.00,0.00,5.00,3.00,8.00,0.36
SWE 215,3.00,1.00,3.00,6.00,5.00,0.36
SWE 215,3.00,1.00,3.00,5.00,6.00,0.36
ICS 254,3.00,0.00,6.00,5.00,4.00,0.36
ISE 307,3.00,0.00,3.00,5.00,8.00,0.36
SWE 312,3.00,0.00,6.00,5.00,4.00,0.36
SWE 312,3.00,0.00,6.00,5.00,4.00,0.36
SWE 316,3.00,0.00,4.00,5.00,6.00,0.36
SWE 326,3.00,0.00,4.00,6.00,5.00,0.36
SWE 326,3.00,0.00,3.00,8.00,5.00,0.36
ENGL 102,3.00,0.00,7.00,2.00,8.00,0.336
ICS 202,4.00,0.00,7.00,2.00,6.00,0.336
ENGL 214,3.00,0.00,4.00,4.00,7.00,0.336
SWE 215,3.00,1.00,3.00,4.00,7.00,0.336
SWE 316,3.00,0.00,7.00,4.00,4.00,0.336
SWE 316,3.00,0.00,7.00,4.00,4.00,0.336
SWE 316,3.00,0.00,4.00,4.00,7.00,0.336
SWE 316,3.00,0.00,7.00,4.00,4.00,0.336
SWE 418,2.00,0.00,3.00,7.00,8.00,0.336
SWE 418,2.00,0.00,3.00,7.00,8.00,0.336
ENGL 101,3.00,0.00,6.00,2.00,9.00,0.324
ENGL 101,3.00,0.00,6.00,2.00,9.00,0.324
ENGL 102,3.00,0.00,6.00,3.00,6.00,0.324
ENGL 102,3.00,0.00,6.00,3.00,6.00,0.324
ENGL 102,3.00,0.00,6.00,2.00,9.00,0.324
ENGL 102,3.00,0.00,6.00,2.00,9.00,0.324
SWE 205,3.00,0.00,3.00,6.00,6.00,0.324
ICS 253,3.00,0.00,6.00,3.00,6.00,0.324
SWE 312,3.00,0.00,3.00,6.00,6.00,0.324
ICS 353,3.00,0.00,6.00,6.00,3.00,0.324
SWE 418,2.00,0.00,3.00,6.00,9.00,0.324
ICS 202,4.00,0.00,5.00,2.00,8.00,0.32
SWE 205,3.00,0.00,3.00,7.00,5.00,0.315
ICS 254,3.00,0.00,3.00,5.00,7.00,0.315
ISE 307,3.00,0.00,3.00,7.00,5.00,0.315
ICS 353,3.00,0.00,7.00,3.00,5.00,0.315
SWE 205,3.00,0.00,4.00,5.00,5.00,0.3
SWE 215,3.00,1.00,3.00,5.00,5.00,0.3
SWE 215,3.00,1.00,3.00,5.00,5.00,0.3
ICS 253,3.00,0.00,5.00,5.00,4.00,0.3
ICS 254,3.00,0.00,4.00,5.00,5.00,0.3
SWE 326,3.00,0.00,4.00,5.00,5.00,0.3
SWE 326,3.00,0.00,4.00,5.00,5.00,0.3
GS 320,3.00,0.00,4.00,5.00,5.00,0.3
GS 320,3.00,0.00,4.00,5.00,5.00,0.3
GS 434,3.00,0.00,4.00,5.00,5.00,0.3
SWE 418,2.00,0.00,3.00,7.00,7.00,0.294
ENGL 101,3.00,0.00,4.00,3.00,8.00,0.288
ENGL 101,3.00,0.00,6.00,2.00,8.00,0.288
ENGL 101,3.00,0.00,4.00,4.00,6.00,0.288
ENGL 101,3.00,0.00,4.00,3.00,8.00,0.288
ENGL 101,3.00,0.00,4.00,4.00,6.00,0.288
ENGL 214,3.00,0.00,6.00,2.00,8.00,0.288
ENGL 214,3.00,0.00,6.00,2.00,8.00,0.288
ENGL 214,3.00,0.00,4.00,3.00,8.00,0.288
SWE 215,3.00,1.00,3.00,3.00,8.00,0.288
SWE 215,3.00,1.00,4.00,3.00,6.00,0.288
SWE 312,3.00,0.00,6.00,2.00,8.00,0.288
SWE 312,3.00,0.00,4.00,4.00,6.00,0.288
SWE 418,2.00,0.00,3.00,6.00,8.00,0.288
SWE 418,2.00,0.00,3.00,6.00,8.00,0.288
ENGL 101,3.00,0.00,6.00,3.00,5.00,0.27
ENGL 101,3.00,0.00,5.00,3.00,6.00,0.27
ENGL 214,3.00,0.00,5.00,3.00,6.00,0.27
SWE 312,3.00,0.00,5.00,3.00,6.00,0.27
SWE 326,3.00,0.00,3.00,6.00,5.00,0.27
ICS 353,3.00,0.00,5.00,3.00,6.00,0.27
ICS 353,3.00,0.00,6.00,3.00,5.00,0.27
SWE 418,2.00,0.00,3.00,5.00,9.00,0.27
ENGL 102,3.00,0.00,6.00,2.00,7.00,0.252
ICS 253,3.00,0.00,4.00,3.00,7.00,0.252
ICS 254,3.00,0.00,3.00,4.00,7.00,0.252
ICS 254,3.00,0.00,6.00,2.00,7.00,0.252
